"","market","country","property_type","room_type","bed_type","minimum_nights","maximum_nights","cancellation_policy","number_of_reviews","bedrooms","beds","accommodates","price","security_deposit","bathrooms","cleaning_fee","guests_included","extra_people","reviews_per_month","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","review_scores_rating","host_is_superhost","host_neighbourhood","host_identity_verified"
"595","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","2","14","moderate",0,1,1,2,848,NA,1,200,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sheung Wan",TRUE
"596","Rio De Janeiro","Brazil","Apartment","Private room","Real Bed","4","1125","strict_14_with_grace_period",3,1,2,4,149,NA,2,63,2,72,NA,10,9,10,10,10,8,100,FALSE,"Ipanema",TRUE
"597","Sydney","Australia","Apartment","Entire home/apt","Real Bed","7","14","flexible",0,4,4,8,699,1000,2.5,100,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"598","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",163,3,5,9,1350,0,2,450,4,120,NA,10,9,10,10,10,9,95,TRUE,"Causeway Bay",TRUE
"599","New York","United States","Apartment","Entire home/apt","Real Bed","4","1125","flexible",8,1,1,3,139,NA,1,50,1,0,NA,9,9,10,10,10,9,94,FALSE,"Upper West Side",TRUE
"600","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1120","strict_14_with_grace_period",69,1,2,4,60,300,1,0,2,10,NA,10,10,10,10,10,9,95,TRUE,"",FALSE
"601","New York","United States","Loft","Entire home/apt","Real Bed","2","365","strict_14_with_grace_period",12,1,1,4,225,550,1,130,1,0,NA,9,9,10,9,10,9,89,FALSE,"",TRUE
"602","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",103,1,2,4,40,0,1,20,2,20,NA,10,10,10,10,10,10,98,TRUE,"",TRUE
"603","Sydney","Australia","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",105,2,2,6,188,NA,2,69,3,30,NA,10,10,10,10,10,10,98,FALSE,"",TRUE
"604","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","7","31","flexible",0,3,3,3,1865,3730,2.5,187,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"605","Sydney","Australia","Apartment","Entire home/apt","Real Bed","4","23","moderate",1,2,2,5,199,200,2,125,1,0,NA,10,10,10,10,10,10,80,FALSE,"Darlinghurst",FALSE
"606","Sydney","Australia","Apartment","Private room","Real Bed","12","15","strict_14_with_grace_period",0,1,1,1,38,400,1,20,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Bondi",TRUE
"607","Rio De Janeiro","Brazil","Apartment","Private room","Real Bed","3","45","flexible",1,1,2,2,560,1679,1.5,56,1,0,NA,10,10,10,10,10,10,100,FALSE,"Barra da Tijuca",TRUE
"608","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","30","1125","flexible",0,1,1,4,317,0,1,373,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"609","Barcelona","Spain","Apartment","Private room","Real Bed","1","9","flexible",66,1,1,2,40,NA,1,NA,1,15,NA,10,10,10,10,10,10,99,TRUE,"Provençals del Poblenou",TRUE
"610","New York","United States","Apartment","Entire home/apt","Real Bed","30","1124","strict_14_with_grace_period",34,1,2,2,199,600,1,80,2,50,NA,10,9,10,10,10,9,97,TRUE,"Kips Bay",TRUE
"611","Sydney","Australia","Apartment","Entire home/apt","Real Bed","2","59","strict_14_with_grace_period",48,1,2,2,161,500,1,100,2,50,NA,9,9,9,9,10,9,87,FALSE,"Wollstonecraft/Waverton",TRUE
"612","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","3","30","moderate",2,2,5,5,1119,1492,2,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"",TRUE
"613","Rio De Janeiro","Brazil","Guesthouse","Entire home/apt","Real Bed","2","1125","moderate",6,1,2,4,142,NA,2,100,2,100,NA,10,10,10,10,9,10,100,FALSE,"",FALSE
"614","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","20","45","flexible",0,1,1,2,373,1865,1,187,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Leblon",FALSE
"615","Hong Kong","Hong Kong","Condominium","Entire home/apt","Real Bed","2","1125","moderate",0,1,1,2,785,1570,1,157,2,393,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Kennedy Town",TRUE
"616","Porto","Portugal","Serviced apartment","Entire home/apt","Real Bed","2","90","moderate",16,1,2,3,60,100,1,0,2,10,NA,10,10,10,10,10,10,99,TRUE,"",TRUE
"617","Sydney","Australia","Apartment","Entire home/apt","Real Bed","1","31","moderate",92,0,1,2,125,350,1,80,1,0,NA,10,10,10,10,10,10,97,TRUE,"",TRUE
"618","Porto","Portugal","Apartment","Entire home/apt","Real Bed","3","30","moderate",110,1,2,3,33,0,1,26,2,12,NA,10,10,10,10,9,9,96,TRUE,"",TRUE
"619","Montreal","Canada","Condominium","Entire home/apt","Real Bed","2","40","moderate",66,2,2,4,102,0,1,0,2,11,NA,10,10,10,10,10,10,98,TRUE,"Verdun",FALSE
"620","Montreal","Canada","Apartment","Entire home/apt","Real Bed","20","1125","moderate",4,2,2,4,75,500,1,0,2,0,NA,10,10,10,10,9,9,100,FALSE,"Mercier-Hochelaga-Maisonneuve",FALSE
"621","Porto","Portugal","House","Private room","Real Bed","3","18","strict_14_with_grace_period",46,1,1,2,17,0,1,23,1,0,NA,9,9,9,9,9,9,90,FALSE,"",FALSE
"622","","United States","Apartment","Private room","Real Bed","5","10","moderate",2,1,1,2,125,250,1,25,1,0,NA,10,8,10,8,10,10,100,FALSE,"Upper West Side",TRUE
"623","Sydney","Australia","Apartment","Entire home/apt","Real Bed","1","1124","strict_14_with_grace_period",206,0,0,2,119,200,1,100,2,20,NA,10,10,10,10,10,9,98,TRUE,"Potts Point",TRUE
"624","Maui","United States","Villa","Entire home/apt","Real Bed","2","80","strict_14_with_grace_period",80,1,1,2,245,300,2,175,1,0,NA,10,10,10,10,10,10,99,TRUE,"Kapalua",TRUE
"625","Porto","Portugal","Apartment","Private room","Real Bed","10","90","moderate",14,1,2,2,14,NA,1,19,1,10,NA,10,9,10,10,8,9,91,FALSE,"",TRUE
"626","New York","United States","Apartment","Entire home/apt","Real Bed","30","1125","strict_14_with_grace_period",57,1,2,2,175,500,1,50,2,25,NA,10,10,10,10,10,10,94,FALSE,"Park Slope",TRUE
"627","Sydney","Australia","Apartment","Entire home/apt","Real Bed","7","180","strict_14_with_grace_period",10,1,1,2,230,250,1,0,1,0,NA,9,9,9,10,9,9,86,FALSE,"Potts Point",FALSE
"628","The Big Island","United States","Condominium","Entire home/apt","Real Bed","3","1125","strict_14_with_grace_period",5,1,2,2,145,0,1,150,1,0,NA,9,9,9,8,10,8,84,FALSE,"Kailua/Kona",TRUE
"629","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","2","28","moderate",31,1,1,2,1751,3000,1.5,400,1,0,NA,10,10,10,10,10,10,99,TRUE,"Sai Ying Pun",TRUE
"630","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",22,1,4,6,104,400,1,170,2,50,NA,10,10,10,10,10,9,95,FALSE,"",TRUE
"631","Porto","Portugal","House","Entire home/apt","Real Bed","2","1125","moderate",47,3,3,6,60,NA,2,20,4,10,NA,10,9,9,9,9,9,88,FALSE,"",FALSE
"632","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","1124","strict_14_with_grace_period",18,3,3,6,177,400,1,132,6,7,NA,9,8,10,9,9,8,87,FALSE,"Gay Village",FALSE
"633","Istanbul","Turkey","Hostel","Shared room","Real Bed","2","14","moderate",0,1,1,4,84,NA,1,NA,1,83,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"634","Barcelona","Spain","Apartment","Private room","Real Bed","2","1125","strict_14_with_grace_period",66,1,1,2,67,150,1,20,1,0,NA,9,10,9,9,10,9,91,FALSE,"El Raval",TRUE
"635","Kauai","United States","House","Entire home/apt","Real Bed","3","365","strict_14_with_grace_period",32,3,4,8,425,480,3,200,8,50,NA,10,10,10,10,10,10,99,TRUE,"",TRUE
"636","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","4","15","flexible",0,2,1,2,550,5000,1,150,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"637","Barcelona","Spain","Apartment","Private room","Real Bed","2","1125","flexible",2,1,1,2,40,NA,1,NA,1,20,NA,10,10,10,9,10,9,90,FALSE,"",TRUE
"638","Istanbul","Turkey","Other","Private room","Real Bed","1","1125","flexible",0,1,1,2,591,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sultanahmet",FALSE
"639","Barcelona","Spain","Apartment","Private room","Real Bed","1","14","flexible",3,1,1,2,100,NA,1,15,1,30,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"640","Sydney","Australia","Apartment","Entire home/apt","Real Bed","2","31","strict_14_with_grace_period",130,1,1,2,100,200,1,50,1,0,NA,10,10,10,10,10,10,96,TRUE,"Neutral Bay",TRUE
"641","New York","United States","Apartment","Entire home/apt","Real Bed","5","60","strict_14_with_grace_period",61,2,3,5,250,200,2.5,125,1,0,NA,10,10,10,10,9,9,95,FALSE,"Harlem",TRUE
"642","Montreal","Canada","House","Entire home/apt","Real Bed","2","30","strict_14_with_grace_period",101,3,3,6,149,500,1,40,1,0,NA,8,8,9,9,10,9,87,FALSE,"Mile End",FALSE
"643","New York","United States","Apartment","Entire home/apt","Real Bed","30","1125","strict_14_with_grace_period",0,0,2,3,199,NA,1,100,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Fenway/Kenmore",FALSE
"644","","Brazil","Apartment","Private room","Real Bed","3","15","moderate",0,1,2,2,116,1292,1,332,1,277,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Copacabana",FALSE
"645","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","8","flexible",0,1,1,2,60,150,1,50,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Notre-Dame-de-Grace",TRUE
"646","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","60","strict_14_with_grace_period",197,1,2,4,35,0,1,17,2,10,NA,10,10,10,10,9,10,97,TRUE,"",TRUE
"647","Sydney","Australia","House","Private room","Real Bed","1","1125","flexible",0,1,1,2,50,NA,2,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Newtown/Enmore",FALSE
"648","Barcelona","Spain","Apartment","Private room","Real Bed","3","1125","strict_14_with_grace_period",132,1,1,2,40,NA,1,NA,1,0,NA,10,10,10,10,10,9,93,FALSE,"El Poble-sec",TRUE
"649","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",3,1,1,3,62,NA,1,NA,1,0,NA,9,7,8,9,10,8,80,FALSE,"Downtown Montreal",FALSE
"650","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",35,1,2,3,148,0,1,0,2,42,NA,9,8,9,9,9,9,89,FALSE,"",FALSE
"651","Barcelona","Spain","Apartment","Private room","Real Bed","3","1125","flexible",2,1,1,2,250,NA,1.5,NA,1,0,NA,10,10,10,8,8,8,100,FALSE,"La Sagrada Família",TRUE
"652","New York","United States","House","Private room","Real Bed","1","28","flexible",186,1,1,1,35,0,1,15,1,30,NA,9,9,10,9,9,9,86,FALSE,"Jamaica",FALSE
"653","Montreal","Canada","Apartment","Private room","Real Bed","1","14","moderate",5,1,1,1,35,175,1,10,1,0,NA,10,10,10,10,10,10,92,FALSE,"Outremont",TRUE
"654","Sydney","Australia","Apartment","Private room","Real Bed","16","21","flexible",0,1,1,2,45,320,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Zetland",FALSE
"655","Montreal","Canada","Apartment","Private room","Real Bed","1","1125","moderate",4,1,1,2,30,150,1,8,1,15,NA,10,9,10,10,9,10,100,FALSE,"",TRUE
"656","Rio De Janeiro","Brazil","House","Entire home/apt","Real Bed","2","30","flexible",3,2,2,3,164,329,1.5,150,1,50,NA,9,9,9,9,9,9,87,FALSE,"",FALSE
"657","New York","United States","Apartment","Entire home/apt","Real Bed","1","1125","moderate",70,4,4,8,120,250,1,150,6,10,NA,9,9,10,10,9,9,89,FALSE,"Stapleton",FALSE
"658","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","10","1125","flexible",0,0,2,5,500,NA,2,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"659","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","10","1125","strict_14_with_grace_period",17,0,1,2,153,0,1,90,2,0,NA,10,10,10,10,10,10,94,TRUE,"Taksim",FALSE
"660","Sydney","Australia","House","Entire home/apt","Real Bed","3","15","flexible",0,0,3,5,181,600,2,80,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",TRUE
"661","New York","United States","Apartment","Private room","Real Bed","5","1125","moderate",3,1,1,2,60,400,1,60,1,0,NA,10,10,10,10,10,10,100,FALSE,"Bedford-Stuyvesant",TRUE
"662","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",75,2,2,4,49,100,1,25,1,0,NA,10,10,10,10,10,10,99,TRUE,"",TRUE
"663","Sydney","Australia","Apartment","Private room","Real Bed","1","1125","moderate",123,1,1,2,45,150,1,10,1,10,NA,10,10,10,10,10,10,98,TRUE,"Monterey",TRUE
"664","Barcelona","Spain","Serviced apartment","Entire home/apt","Real Bed","2","1125","moderate",0,1,1,4,159,500,1,50,2,20,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sant Antoni",FALSE
"665","Rio De Janeiro","Brazil","Serviced apartment","Entire home/apt","Real Bed","3","89","strict_14_with_grace_period",10,1,4,4,220,0,1,100,2,30,NA,10,9,10,10,10,9,98,TRUE,"Copacabana",TRUE
"666","Sydney","Australia","House","Private room","Real Bed","2","28","moderate",68,1,1,2,100,NA,1.5,20,1,20,NA,10,9,10,10,10,9,93,FALSE,"Surry Hills",TRUE
"667","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","moderate",29,2,2,4,100,0,1.5,20,2,10,NA,10,9,9,9,10,9,90,FALSE,"",FALSE
"668","Rio De Janeiro","Brazil","House","Entire home/apt","Real Bed","20","60","flexible",0,5,6,10,5595,18650,4,448,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"669","","Canada","Apartment","Private room","Real Bed","1","1125","flexible",4,1,1,2,25,150,1,10,1,0,NA,10,10,10,10,10,10,90,FALSE,"Ville-Marie",TRUE
"670","New York","United States","Apartment","Private room","Real Bed","1","40","strict_14_with_grace_period",221,1,1,1,53,195,1,15,1,10,NA,10,10,10,10,9,10,96,TRUE,"Flatbush",TRUE
"671","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","32","1125","strict_14_with_grace_period",0,1,1,4,100,500,1,50,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"El Poble-sec",FALSE
"672","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","90","360","strict_14_with_grace_period",0,2,2,3,132,2600,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",TRUE
"673","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","3","1125","moderate",0,1,1,2,447,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",TRUE
"674","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","15","strict_14_with_grace_period",13,2,3,4,112,NA,1,40,1,0,NA,10,10,10,10,9,10,100,FALSE,"",FALSE
"675","New York","United States","Apartment","Entire home/apt","Real Bed","3","1125","strict_14_with_grace_period",2,1,1,3,125,500,1,84,3,25,NA,9,10,8,9,10,10,100,FALSE,"Williamsburg",TRUE
"676","Maui","United States","Condominium","Entire home/apt","Real Bed","3","1125","strict_14_with_grace_period",16,2,4,6,185,NA,2,100,1,0,NA,10,10,9,9,10,10,97,FALSE,"Kihei/Wailea",TRUE
"677","Montreal","Canada","Apartment","Entire home/apt","Real Bed","1","1125","flexible",2,1,1,2,68,NA,1,NA,2,20,NA,8,7,10,10,9,9,90,FALSE,"Mile End",FALSE
"678","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","5","100","strict_14_with_grace_period",7,1,1,1,338,NA,1,132,1,220,NA,10,10,10,10,10,9,97,FALSE,"",FALSE
"679","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","7","flexible",0,1,1,1,196,3000,1,100,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",TRUE
"680","Porto","Portugal","Apartment","Entire home/apt","Real Bed","3","32","moderate",2,2,2,2,60,NA,1,NA,1,0,NA,10,9,10,10,9,10,90,FALSE,"",FALSE
"681","Porto","Portugal","House","Entire home/apt","Pull-out Sofa","2","1125","strict_14_with_grace_period",16,2,5,8,80,0,2,0,2,10,NA,10,10,10,10,8,10,94,FALSE,"",FALSE
"682","Porto","Portugal","House","Private room","Real Bed","1","1125","strict_14_with_grace_period",5,1,1,2,26,NA,1,8,2,5,NA,10,10,10,10,9,10,96,FALSE,"",FALSE
"683","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","flexible",16,1,1,2,45,NA,1,10,1,0,NA,10,8,10,10,10,9,94,FALSE,"La Sagrada Família",FALSE
"684","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","moderate",18,2,2,4,65,0,1,0,1,0,NA,9,10,10,10,9,10,96,TRUE,"",FALSE
"685","Montreal","Canada","Apartment","Entire home/apt","Real Bed","160","1125","moderate",18,2,2,4,103,250,1,85,2,10,NA,9,9,9,9,10,9,88,FALSE,"",FALSE
"686","New York","United States","Apartment","Entire home/apt","Real Bed","4","1124","moderate",48,2,2,5,550,600,2,125,1,0,NA,9,8,9,9,10,9,89,FALSE,"",TRUE
"687","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",0,2,5,5,351,NA,1,150,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"São Cristóvão",FALSE
"688","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","3","1125","strict_14_with_grace_period",12,2,3,5,125,NA,1,50,1,0,NA,9,8,9,9,9,8,82,FALSE,"Dreta de l'Eixample",FALSE
"689","New York","United States","House","Private room","Real Bed","1","1125","flexible",30,1,1,2,80,0,1,15,2,40,NA,10,10,10,10,10,10,97,TRUE,"Coney Island",TRUE
"690","Porto","Portugal","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",64,1,2,4,35,0,1,0,2,4,NA,8,8,7,8,9,8,76,FALSE,"",FALSE
"691","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","3","1125","strict_14_with_grace_period",20,1,2,4,130,200,1,50,2,10,NA,10,10,10,10,10,10,98,TRUE,"La Vila Olímpica",FALSE
"692","Istanbul","Turkey","Apartment","Private room","Real Bed","1","6","flexible",0,1,1,2,90,NA,1,174,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"693","New York","United States","Apartment","Entire home/apt","Real Bed","3","14","moderate",14,2,2,4,89,0,1,30,1,0,NA,10,10,10,10,10,10,99,FALSE,"Bushwick",TRUE
"694","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","30","1125","flexible",0,0,2,2,298,NA,1,150,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Copacabana",FALSE
"695","Istanbul","Turkey","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,2,84,NA,1,26,1,58,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"696","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","1124","strict_14_with_grace_period",19,2,3,6,123,400,1,105,4,7,NA,9,9,9,9,9,9,84,FALSE,"Gay Village",FALSE
"697","New York","United States","Townhouse","Private room","Real Bed","3","1100","strict_14_with_grace_period",62,1,2,4,84,300,2.5,79,1,36,NA,9,9,10,9,10,9,88,FALSE,"East Village",TRUE
"698","Hong Kong","Hong Kong","Guest suite","Private room","Real Bed","28","1125","strict_14_with_grace_period",5,1,1,1,290,0,1,0,1,0,NA,10,10,10,10,10,10,100,TRUE,"Mong Kok",TRUE
"699","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","moderate",61,2,2,4,60,NA,1,20,4,8,NA,9,8,9,9,9,9,83,FALSE,"",FALSE
"700","Istanbul","Turkey","Apartment","Private room","Real Bed","1","6","flexible",0,1,1,1,211,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"701","New York","United States","Apartment","Entire home/apt","Real Bed","3","1125","flexible",0,1,1,2,150,300,1,80,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Hell's Kitchen",FALSE
"702","The Big Island","United States","Guest suite","Private room","Real Bed","3","1125","flexible",45,1,1,2,95,NA,1,60,2,10,NA,10,9,10,10,10,10,99,TRUE,"Kailua/Kona",TRUE
"703","Istanbul","Turkey","Bed and breakfast","Private room","Real Bed","1","1125","moderate",0,3,5,9,1213,NA,3,53,1,53,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sultanahmet",FALSE
"704","New York","United States","Apartment","Entire home/apt","Real Bed","14","1125","strict_14_with_grace_period",3,2,2,4,300,5100,2,120,1,0,NA,9,10,10,10,10,9,93,FALSE,"Williamsburg",TRUE
"705","New York","United States","Apartment","Private room","Real Bed","1","14","flexible",19,1,1,2,46,100,1,60,2,20,NA,10,10,10,10,10,10,99,FALSE,"Kensington",TRUE
"706","Porto","Portugal","House","Private room","Real Bed","3","90","moderate",16,1,1,2,45,NA,1,NA,1,0,NA,9,9,10,10,10,9,93,FALSE,"",TRUE
"707","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",2,1,2,4,119,0,1,80,4,0,NA,10,10,10,10,10,9,100,FALSE,"",FALSE
"708","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",207,1,2,4,145,200,1,30,2,15,NA,10,10,10,10,10,10,97,TRUE,"Dreta de l'Eixample",TRUE
"709","Rio De Janeiro","Brazil","House","Entire home/apt","Real Bed","1","1125","flexible",0,3,2,6,119,100,2,140,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"710","Rio De Janeiro","Brazil","Bed and breakfast","Shared room","Real Bed","1","1125","strict_14_with_grace_period",5,1,9,9,48,NA,1,NA,1,0,NA,10,9,9,10,10,10,96,FALSE,"",FALSE
"711","Sydney","Australia","Apartment","Entire home/apt","Real Bed","3","60","strict_14_with_grace_period",73,5,6,10,550,1999,3,290,1,0,NA,10,9,10,10,10,9,94,TRUE,"North Sydney",TRUE
"712","New York","United States","Apartment","Private room","Real Bed","5","300","strict_14_with_grace_period",79,1,1,2,73,0,2,40,1,0,NA,10,9,10,10,9,9,92,FALSE,"Bedford-Stuyvesant",TRUE
"713","Istanbul","Turkey","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,2,185,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"714","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","3","365","flexible",0,1,1,1,596,596,1,596,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"715","Oahu","United States","House","Entire home/apt","Real Bed","3","1125","strict_14_with_grace_period",13,3,4,6,450,500,2,225,6,25,NA,10,10,10,10,10,10,97,FALSE,"Waimanalo",TRUE
"716","Maui","United States","Apartment","Entire home/apt","Real Bed","5","60","moderate",11,1,2,4,215,500,1,200,2,15,NA,10,10,10,10,10,10,100,FALSE,"Lahaina",TRUE
"717","New York","United States","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",10,1,1,2,140,100,1,60,1,40,NA,9,9,9,10,10,9,92,FALSE,"Washington Heights",TRUE
"718","Maui","United States","Condominium","Entire home/apt","Real Bed","4","60","strict_14_with_grace_period",17,3,6,9,800,2000,3,325,8,50,NA,10,10,10,10,10,10,100,TRUE,"Napili/Honokowai",FALSE
"719","Barcelona","Spain","Apartment","Private room","Real Bed","2","1125","strict_14_with_grace_period",58,1,1,1,22,0,1,20,1,0,NA,10,10,10,10,10,9,94,TRUE,"El Poble-sec",TRUE
"720","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","90","flexible",6,1,1,2,447,999,0.5,50,1,100,NA,10,9,10,10,10,10,90,FALSE,"",TRUE
"721","New York","United States","Apartment","Private room","Real Bed","3","120","strict_14_with_grace_period",76,1,1,2,100,200,1,40,2,75,NA,10,10,10,10,10,10,98,TRUE,"Morningside Heights",TRUE
"722","New York","United States","Aparthotel","Private room","Real Bed","3","1125","moderate",49,1,1,2,100,800,1,30,1,40,NA,9,9,10,10,10,9,89,FALSE,"Upper West Side",TRUE
"723","Rio De Janeiro","Brazil","Loft","Private room","Real Bed","1","10","moderate",6,1,1,2,257,550,1,150,1,0,NA,9,10,10,10,10,9,96,FALSE,"",TRUE
